,2m,3m,4.5m,6m
0,2.11580395699,3.10756063461,3.66405272484,4.10146999359
1,2.07909584045,3.05262136459,3.61602568626,4.0355257988
2,2.12038564682,3.12323451042,3.70099282265,4.13312959671
3,2.11731600761,3.10397052765,3.6759352684,4.11320590973
4,2.05078101158,3.15650963783,3.75536346436,4.15178060532
5,2.08882832527,3.10501646996,3.70388936996,4.13533830643
6,2.1172413826,3.13507723808,3.7222366333,4.14844322205
7,2.10184597969,3.10444664955,3.68862128258,4.10933971405
8,2.15187430382,3.167750597,3.76133728027,4.2104306221
9,2.13227009773,3.13637161255,3.70817613602,4.16571760178
10,2.14206051826,3.12314558029,3.69573712349,4.14735221863
11,2.12164115906,3.13281059265,3.70467209816,4.14964580536
12,2.10872030258,3.09456038475,3.66607618332,4.10022497177
13,2.09879374504,3.17430138588,3.79335427284,4.16644048691
14,2.06346702576,3.06456041336,3.65234160423,4.06552028656
15,2.0815372467,3.07168269157,3.65231466293,4.07904100418
16,2.11145448685,3.11567759514,3.71037387848,4.13403749466
17,2.14788341522,3.13275575638,3.71911644936,4.14689064026
18,2.11636829376,3.10917615891,3.6793346405,4.11106586456
19,2.11681008339,3.11860918999,3.68803906441,4.10106086731
20,2.13418793678,3.14776849747,3.72307801247,4.14942979813
21,2.09862852097,3.08910942078,3.66737008095,4.09876155853
22,2.04146575928,3.13292551041,3.75279784203,4.12658262253
23,2.09631085396,3.14084076881,3.72920513153,4.14817714691
24,2.04739665985,3.06266331673,3.60317707062,4.03186702728
25,2.13129687309,3.13405799866,3.73675894737,4.15635681152
26,2.13656544685,3.13756108284,3.70667076111,4.14772176743
27,2.13498783112,3.16516399384,3.74787116051,4.18805932999
28,2.15121746063,3.1279771328,3.72009897232,4.1671333313
29,2.14663696289,3.12828993797,3.7056646347,4.14389371872
30,2.15316343307,3.15599131584,3.73544025421,4.18578338623
31,2.0681989193,3.16815781593,3.80168557167,4.17052698135
32,2.09921813011,3.1717581749,3.7551908493,4.16956329346
33,2.07051420212,3.07049822807,3.65763497353,4.0645813942
34,2.13698935509,3.14302945137,3.72230648994,4.14640474319
35,2.09689092636,3.09126091003,3.6408560276,4.08664751053
36,2.18531060219,3.22052621841,3.81195044518,4.25602006912
37,2.06387233734,3.00364565849,3.56730508804,4.00123071671
38,2.08480572701,3.01413989067,3.59326410294,4.04111480713
39,2.1459376812,3.11903858185,3.71110010147,4.1679558754
40,2.16010546684,3.1559214592,3.74441480637,4.21141719818
41,2.10310268402,3.16034793854,3.75356316566,4.19435310364
42,2.10638618469,3.12141108513,3.70820879936,4.14380884171
43,2.10752511024,3.10286021233,3.68367648125,4.12835597992
44,2.11304759979,3.10774254799,3.68086576462,4.11633634567
45,2.12088036537,3.1085524559,3.67006039619,4.10356330872
46,2.17191791534,3.18545198441,3.75809168816,4.20917367935
47,2.10539078712,3.0814011097,3.64386987686,4.0853843689
48,2.14562416077,3.12760138512,3.69881749153,4.14482021332
49,2.13840484619,3.13446998596,3.70883965492,4.15997982025
50,2.0778002739,3.14898443222,3.80065989494,4.19004964828
51,2.04901194572,3.07130932808,3.6669793129,4.0785279274
52,2.09300780296,3.09648895264,3.70262002945,4.10999631882
53,2.15298962593,3.17281699181,3.76858878136,4.21337175369
54,2.09799718857,3.10653829575,3.67579245567,4.1143245697
55,2.11865472794,3.13024735451,3.70470142365,4.14504337311
56,2.13068699837,3.14950585365,3.72288227081,4.15243816376
57,2.13349699974,3.13780140877,3.72678971291,4.14165639877
58,2.14174985886,3.18058085442,3.76023411751,4.18998813629
59,2.15619969368,3.18228721619,3.78100061417,4.19577932358
60,2.06379818916,3.11358857155,3.70381426811,4.10958051682
61,2.07606649399,3.06021380424,3.64595580101,4.07697057724
62,2.06854224205,3.04083657265,3.60418701172,4.03541231155
63,2.13071799278,3.12567019463,3.71205115318,4.1552066803
64,2.13047838211,3.11771011353,3.70697498322,4.16086912155
65,2.13324594498,3.11571335793,3.70440268517,4.14361715317
66,2.12745547295,3.10396623611,3.69694852829,4.13579797745
67,2.1487903595,3.14596891403,3.72523546219,4.17410326004
68,2.12573504448,3.09554600716,3.67676568031,4.11179065704
