,2m,3m,4.5m,6m
0,0.5682092309,4.09181118011,5.79226255417,6.44269990921
1,0.539161622524,3.95066666603,5.69615745544,6.31868219376
2,0.516789138317,3.86656069756,5.69867324829,6.33538866043
3,0.481193244457,3.9117937088,5.76238441467,6.46796369553
4,0.491708606482,4.15331125259,5.99526691437,6.49749231339
5,0.827809453011,6.11329507828,9.23183917999,10.2044086456
6,0.810987651348,6.8744058609,10.0996522903,11.2697429657
7,0.909215509892,7.10922193527,10.2230033875,11.464849472
8,0.863974630833,7.06661987305,10.1821575165,11.4862794876
9,1.00634455681,7.19276618958,10.3013372421,11.4494028091
10,1.06723797321,7.38710451126,10.7851228714,12.011677742
11,0.867797255516,6.36361455917,9.06411457062,10.1369504929
12,0.848172783852,6.61355924606,9.63531017303,10.6890211105
13,0.806322216988,7.06303405762,9.65908622742,10.6442556381
14,0.791574060917,6.174741745,8.96448802948,9.81884384155
15,0.928516745567,7.07715988159,10.111582756,11.1865625381
16,0.933096587658,6.63369178772,9.37742233276,10.3823919296
17,0.929450273514,6.85859870911,9.93058586121,11.1142311096
18,0.860684752464,7.21281433105,10.625084877,11.9208087921
19,0.98417532444,6.53541231155,9.45902442932,10.4952640533
20,0.807384610176,6.28026199341,9.2575750351,10.4028816223
21,0.953052937984,6.84134864807,10.0050783157,11.2287759781
22,0.742479026318,7.55552196503,10.7985124588,11.7631349564
23,0.906896531582,7.03421449661,10.3183917999,11.3151769638
24,0.965644299984,6.65255689621,9.56270217896,10.5540647507
25,0.863508820534,6.19641828537,9.15021038055,10.0645685196
26,0.851111531258,6.9137969017,10.1474409103,11.311501503
27,0.877276182175,6.92744398117,9.98312091827,11.2036247253
28,1.00993716717,7.26177692413,10.4985237122,11.5798473358
29,1.0058671236,7.3218998909,10.5395917892,11.7125148773
30,0.885226964951,6.78928089142,10.0820302963,11.2175331116
31,0.930839598179,6.50898838043,9.08755874634,10.2619962692
32,0.876344740391,6.78663492203,9.37456798553,10.4998407364
33,0.914885163307,6.1523680687,8.87376689911,9.95308494568
34,0.948913156986,6.65801382065,9.52021884918,10.7548465729
35,1.00271570683,7.01580905914,10.2473564148,11.3259563446
36,0.965263485909,6.81618261337,10.1714687347,11.3426475525
37,0.832645595074,6.62825679779,9.55391597748,10.7416887283
38,1.02457952499,7.152115345,10.3469390869,11.475358963
39,0.900596678257,6.72910785675,9.65919780731,10.764087677
40,0.831090211868,6.41300439835,9.47029590607,10.5181131363
41,0.702855348587,6.98353290558,9.94109630585,11.1996164322
42,0.769351780415,6.63034391403,9.52745246887,10.5517034531
43,0.990807414055,7.39861440659,10.7470827103,11.8750171661
44,0.931106328964,6.479388237,9.2133140564,10.2348175049
45,0.941306114197,7.05902147293,10.1421785355,11.3354120255
46,0.758543252945,6.19086742401,9.11655139923,10.1134939194
47,0.764018237591,5.69152212143,8.14574337006,9.19576931
48,0.716266155243,5.66547012329,8.24510002136,9.26145648956
49,0.709073960781,5.60386228561,8.31728458405,9.31491184235
50,0.74305921793,5.7125711441,8.49189186096,9.37738609314
51,0.733876347542,5.89222574234,8.41219711304,9.29193019867
52,0.681552648544,5.3522233963,7.80839300156,8.79214763641
53,0.736140906811,5.91844081879,8.59780025482,9.62377071381
54,0.798268437386,5.79342603683,8.52842998505,9.59602737427
55,0.861564218998,5.85191631317,8.450507164,9.46836948395
56,0.708489120007,5.89343976974,8.45928859711,9.41747665405
57,0.699225723743,5.6705622673,8.10071372986,9.08922958374
58,0.726294636726,5.42327070236,7.96214389801,8.92301559448
59,0.740066409111,5.55432271957,8.18005180359,9.22247886658
60,0.665094077587,5.96547412872,8.52695655823,9.4774389267
61,0.700814545155,5.5874004364,8.16195678711,9.06417751312
62,0.783763468266,5.48046064377,7.77837705612,8.75034713745
63,0.766135573387,6.61081790924,9.53345775604,10.6441841125
64,0.988029837608,7.29130935669,10.6907320023,11.8114376068
65,0.952737033367,6.71783208847,9.65353107452,10.6823472977
66,1.04870510101,7.14433240891,10.4072523117,11.5009622574
67,0.977109968662,7.43502950668,10.8838453293,12.0967521667
68,0.829040408134,6.84273004532,10.2321109772,11.4290876389
69,0.875725865364,7.37040185928,11.0962915421,12.4748802185
70,0.793910801411,7.17236757278,10.5235614777,11.8430137634
71,0.993462860584,6.7366271019,9.71867465973,10.8205709457
